id,addr,catfathername,catname,block,rootid,price_value,date,sq_price_value,area,winloss
1346070,TOWER 4 1#/F Room G,Ma On Shan,Bayshore Towers,TOWER 4,3,7000000,11/6/2018,12477.72,561ft<sup>2</sup>,79
1346069,1/F Room C,Tai Wai,Kam Cheong Building,,3,6000000,11/6/2018,15000,400ft<sup>2</sup>,199
1346068,YU LAI HOUSEBLOCK O 5/F Room 5,ShaTin,Yu Chui Court,YU LAI HOUSEBLOCK O,3,6450000,11/6/2018,6832.63,944ft<sup>2</sup>,299
1346067,1#/F Room A,Tuen Mun,Lai Bo building,,3,3600000,11/6/2018,10619.47,339ft<sup>2</sup>,112
1346066,TOWER 2 5/F Room C,Yuen Long,Greenery Place,TOWER 2,3,6600000,11/6/2018,8538.16,773ft<sup>2</sup>,257
1346065,BLOCK 9 1#/F Room E,Fotan,Royal Ascot,BLOCK 9,3,14500000,11/6/2018,12023.22,1206ft<sup>2</sup>,116
1346064,BLOCK 1 2#/F Room D,Kwai Chung,Highland Park,BLOCK 1,3,7650000,11/6/2018,9467.82,808ft<sup>2</sup>,135
1346063,BLOCK 2 5/F Room H,Fan Ling,Avon Park,BLOCK 2,3,4600000,11/6/2018,8932.04,515ft<sup>2</sup>,369
1346062,THE CAPITOL TOWER 3 4#/F Room LC,Tseung Kwan O,Lohas Park,TOWER 3,3,7450000,11/6/2018,10907.76,683ft<sup>2</sup>,93
1346061,PHASE 2 TOWER 5 2#/F Room B,Tai Po,Tai Po Centre,TOWER 5,3,4950000,11/6/2018,11431.87,433ft<sup>2</sup>,350
1346060,BLOCK 1 6/F Room G,Tsuen Wan,Tsuen Kam Centre,BLOCK 1,3,5850000,11/6/2018,11607.14,504ft<sup>2</sup>,77
1346059,TOWER 9 1#/F Room D,Tseung Kwan O,Park Central,TOWER 9,3,6780000,11/6/2018,12865.28,527ft<sup>2</sup>,58
1346058,HOUSE 30,South Lantau Island,Whitesands,HOUSE 30,170,58053000,11/6/2018,0,,
1346057,3#/F Room RA,Tsuen Wan,The Rise,,3,8600000,11/6/2018,0,,30
1346056,BLOCK 3 3#/F Room F,Tsuen Wan,Waterside Plaza,BLOCK 3,3,4500000,11/6/2018,7500,600ft<sup>2</sup>,181
1346055,ELEGANCE COURT 1#/F Room D,Discovery Bay,Discovery Bay,ELEGANCE COURT,170,6480000,11/6/2018,9270.39,699ft<sup>2</sup>,36
1346054,CORAL COURT 1#/F Room A,Discovery Bay,Discovery Bay,CORAL COURT,170,7500000,11/6/2018,9422.11,796ft<sup>2</sup>,76
1346053,1#/F Room A,Yuen Long,Man Hong Mansion,,3,3000000,11/6/2018,6437.77,466ft<sup>2</sup>,
1346052,BLOCK 1 1#/F Room E,Sheung Shui,Sheung Shui Centre,BLOCK 1,3,5100000,11/6/2018,10967.74,465ft<sup>2</sup>,59
1346051,BLOCK F 3#/F Room 3,ShaTin,Garden Rivera,BLOCK F,3,5400000,11/6/2018,14673.91,368ft<sup>2</sup>,70
1346050,BLOCK B 2#/F Room 10,Fan Ling,Ka Shing Court,BLOCK B,3,4750000,11/6/2018,5750.61,826ft<sup>2</sup>,
1346049,BLOCK C 3#/F Room 2,Fan Ling,King Shing Court,BLOCK C,3,4700000,11/6/2018,5731.71,820ft<sup>2</sup>,64
1346048,BLOCK 10 1#/F Room C,Fotan,Royal Ascot,BLOCK 10,3,13680000,11/6/2018,12138.42,1127ft<sup>2</sup>,169
1346047,THE CAPITOL TOWER 5 2#/F Room LA,Tseung Kwan O,Lohas Park,TOWER 5,3,8950000,11/6/2018,9361.92,956ft<sup>2</sup>,65
1346046,YAN CHUNG HOUSEBLOCK A 8/F Room 3,Tseung Kwan O,Yan Ming Court,YAN CHUNG HOUSEBLOCK A,3,5680000,11/6/2018,11029.13,515ft<sup>2</sup>,431
1346045,STAGE I GOLDEN HARVEST COURTBLOCK F 1#/F Room 2,Tai Wai,Golden Lion Garden,GOLDEN HARVEST COURTBLOCK F,3,3900000,11/6/2018,9133.49,427ft<sup>2</sup>,33
1346044,BLOCK 41 1#/F Room B,ShaTin,City One Shatin,BLOCK 41,3,5500000,11/6/2018,13924.05,395ft<sup>2</sup>,155
1346043,2#/F Room 13,Tsuen Wan,H Cube,,3,5300000,11/6/2018,0,,32
1346042,TOWER 11 5#/F Room G,Tung Chung,Caribbean Coast ,TOWER 11,170,8800000,11/6/2018,8585.37,1025ft<sup>2</sup>,161
1346041,PHASE 3 BLOCK 5 1#/F Room A,Tsuen Wan,Belvedere Garden,BLOCK 5,3,8280000,11/6/2018,9787.23,846ft<sup>2</sup>,310
1346040,BLOCK 1 2#/F Room H,Tsuen Wan,Kam Fung Garden,BLOCK 1,3,4880000,11/6/2018,10382.98,470ft<sup>2</sup>,218
1346039,TOWER 2 1#/F Room A,Yuen Long,Yoho Town,TOWER 2,3,6850000,11/6/2018,11810.34,580ft<sup>2</sup>,339
1346038,BLOCK 1 1#/F Room C,Tai Po,Tai Wo Centre,BLOCK 1,3,4700000,11/6/2018,12051.28,390ft<sup>2</sup>,
1346037,BLOCK 8 1#/F Room E,Tai Po,Grand Palisades,BLOCK 8,3,8000000,11/6/2018,8456.66,946ft<sup>2</sup>,13
1346036,TOWER 5 8/F Room E,Tin Shui Wai,Central Park Towers,TOWER 5,3,5700000,11/6/2018,8689.02,656ft<sup>2</sup>,36
1346035,BLOCK 52 1/F,Tai Po,Serenity Villa,BLOCK 52,3,5950000,11/6/2018,0,,245
1346034,BLOCK 11 6/F Room K,Tuen Mun,Lung Mun Oasis,BLOCK 11,3,4300000,11/6/2018,6195.97,694ft<sup>2</sup>,328
1346033,TOWER 11 4#/F Room F,Tung Chung,Caribbean Coast ,TOWER 11,170,7300000,11/6/2018,9746.33,749ft<sup>2</sup>,35
1346032,BLOCK 2 2/F Room H,Tsing Yi,Mount Haven,BLOCK 2,3,2000000,11/6/2018,1996.01,1002ft<sup>2</sup>,43
1346030,PHASE 2 BLOCK 20 1#/F Room G,Ma On Shan,Double Cove,BLOCK 20,3,10480000,11/6/2018,0,,53
1346029,TOWER 10 5#/F Room D,Tseung Kwan O,Ocean Shores,TOWER 10,3,8630000,11/6/2018,12453.1,693ft<sup>2</sup>,135
1346028,BLOCK 4 2#/F Room D,Tuen Mun,Parkland Villas,BLOCK 4,3,5480000,11/6/2018,9580.42,572ft<sup>2</sup>,896
1346027,BLOCK 9 6/F Room D,Tsuen Wan Sham Tseng,Hong Kong Garden,BLOCK 9,3,7618000,11/6/2018,6412.46,1188ft<sup>2</sup>,702
1346026,TOWER 1 4#/F Room B,Tseung Kwan O,Park Central,TOWER 1,3,12000000,11/6/2018,13215.86,908ft<sup>2</sup>,298
1346025,TOWER 3A 2#/F Room B,Tseung Kwan O,Tseung Kwan O Plaza,TOWER 3A,3,800000,11/6/2018,1128.35,709ft<sup>2</sup>,56
1346024,YUEN LAM HOUSEBLOCK B 8/F Room 4,ShaTin,Hong Lam Court,YUEN LAM HOUSEBLOCK B,3,5700000,11/6/2018,8005.62,712ft<sup>2</sup>,52
1346023,GREENMONT COURT 1#/F Room G,Discovery Bay,Discovery Bay,GREENMONT COURT,170,6900000,11/6/2018,7949.31,868ft<sup>2</sup>,89
1346022,THE WINGS TOWER 6 1#/F Room A,Tseung Kwan O,The Wings,TOWER 6,3,7750000,11/6/2018,6981.98,1110ft<sup>2</sup>,11
1346021,CHESTWOOD BLOCK 6 5/F Room C,Tin Shui Wai,Kingswood Villas,BLOCK 6,3,5800000,11/6/2018,8226.95,705ft<sup>2</sup>,258
1346020,BLOCK C 1#/F Room 2,Tsuen Wan,Allway Gardens,BLOCK C,3,5300000,11/6/2018,10271.32,516ft<sup>2</sup>,61
1346019,BLOCK B 9/F Room 1,Tai Po,Plover Cove Garden,BLOCK B,3,4980000,11/6/2018,11690.14,426ft<sup>2</sup>,
1346018,BLOCK C 3#/F Room 6,Fan Ling,Cheong Shing Court,BLOCK C,3,5000000,11/6/2018,6031.36,829ft<sup>2</sup>,347
1346017,BLOCK B 1#/F Room 7,Tsuen Wan,Allway Gardens,BLOCK B,3,4700000,11/6/2018,8969.47,524ft<sup>2</sup>,35
1346123,HONG SHING COURTBLOCK 4 3#/F Room I,Tai Po,SUN HING GARDEN,HONG SHING COURTBLOCK 4,3,4790000,11/6/2018,9696.36,494ft<sup>2</sup>,120
1346122,TOWER A2TOWER SOUTH 5#/F Room A,Tsuen Wan,Chelsea Court,TOWER A2TOWER SOUTH,3,7850000,11/6/2018,11930.09,658ft<sup>2</sup>,198
1346121,TOWER 2 5#/F Room C,Tsuen Wan Sham Tseng,Bellagio,TOWER 2,3,10030000,11/6/2018,8316.75,1206ft<sup>2</sup>,100
1346120,SIU WAH HOUSEBLOCK I 2#/F Room 6,Tuen Mun,Siu Hong Court,SIU WAH HOUSEBLOCK I,3,4400000,11/6/2018,7482.99,588ft<sup>2</sup>,258
1346119,2#/F Room A,Tuen Mun,Wah Lok Mansion,,3,3800000,11/6/2018,7393,514ft<sup>2</sup>,573
1346118,BLOCK 7 1#/F Room A,ShaTin,Castello,BLOCK 7,3,6680000,11/6/2018,9303.62,718ft<sup>2</sup>,139
1346117,YUE KWAN HOUSEBLOCK G 1#/F Room 1,ShaTin,Yue Tin Court,YUE KWAN HOUSEBLOCK G,3,5000000,11/6/2018,7462.69,670ft<sup>2</sup>,6
1346116,KING WAH WING C 1#/F Room 4,Tuen Mun,Shan King Estate,WING C,3,185200,11/6/2018,0,,
1346115,TOWER 1 1/F Room B,Yuen Long,The Woodsville,TOWER 1,3,5980000,11/6/2018,0,,62
1346114,KING WING 1#/F Room 24,Tuen Mun,Shan King Estate,,3,282900,11/6/2018,0,,
1346113,BLOCK 3 1#/F Room B,Tai Wai,Grandway Garden,BLOCK 3,3,6000000,11/6/2018,11049.72,543ft<sup>2</sup>,360
1346009,TOWER 3 7/F Room B,Yuen Long,Springdale Villas,TOWER 3,3,5800000,8/6/2018,10412.93,557ft<sup>2</sup>,280
1346008,BLOCK 17 G/F,Village,Yonking Garden,BLOCK 17,3,4950000,8/6/2018,7071.43,700ft<sup>2</sup>,51
1346007,TOWER 7 3#/F Room G,Tin Shui Wai,Central Park Towers,TOWER 7,3,5780000,8/6/2018,8588.41,673ft<sup>2</sup>,110
1346006,2#/F Room C,Yuen Long,Ho Shun Fuk Building,,3,4050000,8/6/2018,10742.71,377ft<sup>2</sup>,455
1346005,TOWER 1 1#/F Room C,Tin Shui Wai,Central Park Towers,TOWER 1,3,5500000,8/6/2018,8422.66,653ft<sup>2</sup>,130
1346004,LYNWOOD BLOCK 1 1/F Room D,Tin Shui Wai,Kingswood Villas,BLOCK 1,3,5560000,8/6/2018,7897.73,704ft<sup>2</sup>,363
1346003,1#/F Room B,Yuen Long,Kam Fai Building,,3,4000000,8/6/2018,0,,150
1346002,TOWER M3 2#/F Room D,Yuen Long,Yoho Town,TOWER M3,3,8800000,8/6/2018,13476.26,653ft<sup>2</sup>,56
1346001,PARK VISTA 1A TOWER 9A 1/F Room B,Yuen Long,Park Yoho,TOWER 9A,3,11334700,8/6/2018,0,,
1346000,1#/F Room G,Tuen Mun,Honley Court,,3,1500000,8/6/2018,0,,
1345999,BLOCK 3 2#/F Room G,Tsuen Wan,Discovery Park,BLOCK 3,3,5600000,8/6/2018,9180.33,610ft<sup>2</sup>,87
1345998,TOWER 3 2#/F Room E,Tuen Mun,Richland Garden,TOWER 3,3,4750000,8/6/2018,10171.31,467ft<sup>2</sup>,
1345997,TOWER 1 3/F Room H,Ma On Shan,Ma On Shan Centre,TOWER 1,3,6750000,8/6/2018,10782.75,626ft<sup>2</sup>,431
1345996,LOCWOOD BLOCK 3 2#/F Room A,Tin Shui Wai,Kingswood Villas,BLOCK 3,3,6400000,8/6/2018,7766.99,824ft<sup>2</sup>,367
1345995,TOWER M1 3#/F Room E,Yuen Long,Yoho Town,TOWER M1,3,13250000,8/6/2018,13370.33,991ft<sup>2</sup>,135
1345994,TOWER 7 3#/F Room A,Tseung Kwan O,Residence Oasis,TOWER 7,3,12000000,8/6/2018,9531.37,1259ft<sup>2</sup>,79
1345993,BOULEVARD DE FONTAINE HOUSE NO.1,Tai Po,The Beverly Hills,HOUSE NO.1,3,16780000,8/6/2018,6214.81,2700ft<sup>2</sup>,27
1345992,THE CAPITOL TOWER 2 3#/F Room LC,Tseung Kwan O,Lohas Park,TOWER 2,3,7460000,8/6/2018,10906.43,684ft<sup>2</sup>,118
1345991,TOWER 3 G/F Room F,Tuen Mun,NAPA,TOWER 3,3,6809000,8/6/2018,0,,
1345990,BLOCK 7 7/F Room E,Tuen Mun,Chelsea Heights,BLOCK 7,3,6680000,8/6/2018,9653.18,692ft<sup>2</sup>,326
1345989,BLOCK 1 2#/F Room B,Tuen Mun,Marina Garden,BLOCK 1,3,5000000,8/6/2018,7692.31,650ft<sup>2</sup>,116
1345988,PROSPERLAND HOUSEBLOCK 1 3#/F Room A,Tuen Mun,Affluence Garden,PROSPERLAND HOUSEBLOCK 1,3,3980000,8/6/2018,7467.17,533ft<sup>2</sup>,424
1345987,BLOCK 3 1#/F Room A,Tuen Mun,Elegance Gardens,BLOCK 3,3,4380000,8/6/2018,9954.55,440ft<sup>2</sup>,58
1345986,TING PONG HOUSEBLOCK D 5/F Room 2,Tuen Mun,Siu On Court,TING PONG HOUSEBLOCK D,3,5200000,8/6/2018,8798.65,591ft<sup>2</sup>,49
1345985,TOWER 5 2#/F Room E,Tsuen Wan,Vision City,TOWER 5,3,8980000,8/6/2018,13383.01,671ft<sup>2</sup>,139
1345984,TING CHI HOUSEBLOCK F 1#/F Room 1,Tuen Mun,Siu On Court,TING CHI HOUSEBLOCK F,3,5050000,8/6/2018,8544.84,591ft<sup>2</sup>,192
1345983,TOWER 2 G/F Room C,Tuen Mun,NAPA,TOWER 2,3,6842000,8/6/2018,0,,5
1345982,BLOCK 3 1#/F Room D,Tuen Mun,Sun Tuen Mun Centre,BLOCK 3,3,4610000,8/6/2018,7435.48,620ft<sup>2</sup>,19
1345981,WING MAU HOUSEBLOCK G 2#/F Room 1,Fotan,Sui Wo Court,WING MAU HOUSEBLOCK G,3,4800000,8/6/2018,8921.93,538ft<sup>2</sup>,429
1345980,TOWER 7 4#/F Room H,Tseung Kwan O,Metro Town,TOWER 7,3,9138000,8/6/2018,11281.48,810ft<sup>2</sup>,52
1345979,PHASE I TOWER 2 4#/F Room SC,Tai Wai,Festival City,TOWER 2,3,15000000,8/6/2018,11783.19,1273ft<sup>2</sup>,25
1345978,BLOCK 1 7/F Room C,Tsuen Wan,Kam Fung Garden,BLOCK 1,3,6000000,8/6/2018,7702.18,779ft<sup>2</sup>,49
1345977,TOWER 3 1#/F Room G,Tuen Mun,Hong Tak Gardens,TOWER 3,3,3980000,8/6/2018,8308.98,479ft<sup>2</sup>,51
1345976,TOWER 3 3#/F Room A,Tuen Mun,Century Gateway,TOWER 3,3,12000000,8/6/2018,13001.08,923ft<sup>2</sup>,61
1345975,HOUSE NO.26,Yuen Long,Uptown,HOUSE NO.26,3,13180000,8/6/2018,6361,2072ft<sup>2</sup>,5
1345974,BLOCK 7 3#/F Room D,Tsuen Wan,City Point,BLOCK 7,3,7550000,8/6/2018,0,,51
1345973,TOWER 5 2/F Room F,Tuen Mun,NAPA,TOWER 5,3,6938000,8/6/2018,0,,20
1345972,PHASE 2 TOWER 2 2#/F Room G,Tuen Mun,Tai Hing Gardens,TOWER 2,3,5300000,8/6/2018,9090.91,583ft<sup>2</sup>,960
1345971,HOUSE 4,Tai Po,Savanna Garden,HOUSE 4,3,38500000,8/6/2018,0,,118
1345970,1#/F Room F,Tuen Mun,Wah Lok Mansion,,3,4000000,8/6/2018,9638.55,415ft<sup>2</sup>,260
1345969,TOWER 6 4/F Room D,Tuen Mun,Pierhead Garden,TOWER 6,3,5550000,8/6/2018,7561.31,734ft<sup>2</sup>,185
1345968,BLOCK C 7/F Room 6,Tuen Mun,Trend Plaza,BLOCK C,3,4000000,8/6/2018,10989.01,364ft<sup>2</sup>,56
1345967,1#/F Room B,Kwai Chung,Kwai Cheung Building,,3,4350000,8/6/2018,8700,500ft<sup>2</sup>,637
1345966,2#/F Room 10,Tsing Yi,Ching Shing Court,,3,4428000,8/6/2018,8200,540ft<sup>2</sup>,269
1345965,BLOCK B 3#/F Room 5,Tuen Mun,Greenland Garden,BLOCK B,3,4600000,8/6/2018,10697.67,430ft<sup>2</sup>,53
1345964,KING YUET HOUSEBLOCK B 3#/F Room 9,Tai Po,King Nga Court,KING YUET HOUSEBLOCK B,3,7650000,8/6/2018,9250.3,827ft<sup>2</sup>,37
1345963,BLOCK C 4/F Room 5,Kwai Chung,New Kwai Fong Gardens,BLOCK C,3,6300000,8/6/2018,12857.14,490ft<sup>2</sup>,133
1345962,BLOCK 5 2#/F Room F,Tseung Kwan O,East Point,BLOCK 5,3,6000000,8/6/2018,10135.14,592ft<sup>2</sup>,133
1345961,BLOCK 5ANKING HOUSE 2#/F Room B,Tsuen Wan,Tsuen Wan Centre,BLOCK 5ANKING HOUSE,3,5050000,8/6/2018,10390.95,486ft<sup>2</sup>,49
1345960,BLOCK 3 1#/F Room A,Tseung Kwan O,Well On Garden,BLOCK 3,3,6000000,8/6/2018,10563.38,568ft<sup>2</sup>,
1345959,TOWER 7 2#/F Room A,Yuen Long,The Reach,TOWER 7,3,8238000,8/6/2018,8124.26,1014ft<sup>2</sup>,11
1345958,PHASE 2 TOWER 1A 1#/F Room 6,Tung Chung,Century Link,TOWER 1A,170,8000000,8/6/2018,0,,13
1345957,TOWER 2 8/F Room A,Tuen Mun,Noble Place,TOWER 2,3,4000000,8/6/2018,6230.53,642ft<sup>2</sup>,270
1345956,BLOCK A 1#/F Room 2,Fotan,Scenery Garden,BLOCK A,3,12850000,8/6/2018,10354.55,1241ft<sup>2</sup>,179
1345955,TOWER 6 5#/F Room B,Tseung Kwan O,Metro Town,TOWER 6,3,8500000,8/6/2018,12611.28,674ft<sup>2</sup>,53
1345954,TOWER T-3 3#/F Room H,Tuen Mun,Miami Beach Towers,TOWER T-3,3,4900000,8/6/2018,9459.46,518ft<sup>2</sup>,185
1345953,SIENA ONE BLOCK M1 1#/F Room D,Discovery Bay,Discovery Bay,BLOCK M1,170,5000000,8/6/2018,7062.15,708ft<sup>2</sup>,23
1345952,SIENA ONE BLOCK M1 1#/F Room C,Discovery Bay,Discovery Bay,BLOCK M1,170,5000000,8/6/2018,7062.15,708ft<sup>2</sup>,23
1345951,TOWER 5 5/F Room B,Ma On Shan,Bayshore Towers,TOWER 5,3,6000000,8/6/2018,11560.69,519ft<sup>2</sup>,40
1345950,WING CHEONG COURTBLOCK 3 1#/F Room G,Tai Po,Fortune Plaza,WING CHEONG COURTBLOCK 3,3,4970000,8/6/2018,11019.96,451ft<sup>2</sup>,18
1345949,BLOCK A 9/F Room 6,Kwai Chung,Sun Kwai Hing Gardens,BLOCK A,3,7650000,8/6/2018,10881.93,703ft<sup>2</sup>,233
1345948,STAGE II GOLDEN CORONET COURTBLOCK G 2#/F Room 8,Tai Wai,Golden Lion Garden,GOLDEN CORONET COURTBLOCK G,3,5250000,8/6/2018,10057.47,522ft<sup>2</sup>,228
1345947,1#/F Room B,Yuen Long,Hang Fai Building,,3,4300000,8/6/2018,0,,187
1345946,BLOCK 49 4/F Room G,ShaTin,City One Shatin,BLOCK 49,3,5470000,8/6/2018,13341.46,410ft<sup>2</sup>,79
1345945,TOWER 10 1#/F Room G,Tsing Yi,Greenfield Garden,TOWER 10,3,5980000,8/6/2018,12616.03,474ft<sup>2</sup>,310
1345944,BLOCK H 3#/F Room 3,Tin Shui Wai,Tin Fu Court,BLOCK H,3,4355000,8/6/2018,5246.99,830ft<sup>2</sup>,353
1345943,BLOCK B 7/F Room 7,Tuen Mun,Trend Plaza,BLOCK B,3,5000000,8/6/2018,9765.63,512ft<sup>2</sup>,279
1345942,BLOCK 1 5/F Room E,Ma On Shan,La Costa,BLOCK 1,3,12680000,8/6/2018,11654.41,1088ft<sup>2</sup>,202
1345941,TOWER 5 5#/F Room H,Tung Chung,Caribbean Coast ,TOWER 5,170,10800000,8/6/2018,8339.77,1295ft<sup>2</sup>,170
1345940,TOWER A 3#/F Room 2,Tsuen Wan,Serenade Cove,TOWER A,3,11380000,8/6/2018,11635.99,978ft<sup>2</sup>,85
1345939,ELEGANCE COURT 7/F Room D,Discovery Bay,Discovery Bay,ELEGANCE COURT,170,6330000,8/6/2018,9055.79,699ft<sup>2</sup>,164
1345938,BLOCK 2 2#/F Room B,Tsuen Wan,Kam Fung Garden,BLOCK 2,3,5510000,8/6/2018,9152.82,602ft<sup>2</sup>,375
1345937,BLOCK 3 1#/F Room C,Tuen Mun Sham Tseng ,Hong Kong Gold Coast,BLOCK 3,3,6000000,8/6/2018,9836.07,610ft<sup>2</sup>,179
1345936,MING LEUNG HOUSEBLOCK B 2#/F Room 8,Tseung Kwan O,Ying Ming Court,MING LEUNG HOUSEBLOCK B,3,5930000,8/6/2018,11559.45,513ft<sup>2</sup>,82
1345935,BLOCK 2 1#/F Room D,ShaTin,Scenery Court,BLOCK 2,3,6000000,8/6/2018,10544.82,569ft<sup>2</sup>,264
1345934,TOWER 2 1#/F Room B,Tsing Yi,Greenfield Garden,TOWER 2,3,5000000,8/6/2018,10526.32,475ft<sup>2</sup>,298
1345933,BLOCK H 4/F Room 1,ShaTin,Shatin Heights,BLOCK H,3,11000000,8/6/2018,8527.13,1290ft<sup>2</sup>,
1345932,STAGE I GOLDEN HEALTHY COURTBLOCK A 1#/F Room 4,Tai Wai,Golden Lion Garden,GOLDEN HEALTHY COURTBLOCK A,3,4780000,8/6/2018,11435.41,418ft<sup>2</sup>,421
1345931,LYNWOOD BLOCK 8 1#/F Room F,Tin Shui Wai,Kingswood Villas,BLOCK 8,3,4800000,8/6/2018,8333.33,576ft<sup>2</sup>,309
1345930,BLOCK 1 8/F Room B,Yuen Long,Parkside Villa,BLOCK 1,3,7800000,8/6/2018,6976.74,1118ft<sup>2</sup>,28
1345929,BLOCK 1KWANGCHOW HOUSE 1#/F Room B,Tsuen Wan,Tsuen Wan Centre,BLOCK 1KWANGCHOW HOUSE,3,4880000,8/6/2018,10725.27,455ft<sup>2</sup>,41
1345928,BLOCK 1 2#/F Room G,Tseung Kwan O,Well On Garden,BLOCK 1,3,7130000,8/6/2018,10594.35,673ft<sup>2</sup>,335
1345927,PACIFIC HOUSEBLOCK 4 1#/F Room J,Tuen Mun,Affluence Garden,PACIFIC HOUSEBLOCK 4,3,4500000,8/6/2018,9336.1,482ft<sup>2</sup>,525
1345926,THE WINGS TOWER 3 1#/F Room A,Tseung Kwan O,The Wings,TOWER 3,3,16780000,8/6/2018,15117.12,1110ft<sup>2</sup>,96
1345925,BLOCK A 6/F Room 5,Tuen Mun,Trend Plaza,BLOCK A,3,5550000,8/6/2018,9053.83,613ft<sup>2</sup>,234
1345924,NGA HEI HOUSEBLOCK D 3#/F Room 5,Tuen Mun,Siu Hei Court,NGA HEI HOUSEBLOCK D,3,4300000,8/6/2018,9307.36,462ft<sup>2</sup>,
1345923,BLOCK 5 3#/F Room G,Tseung Kwan O,La Cite Noble ,BLOCK 5,3,6480000,8/6/2018,12296.02,527ft<sup>2</sup>,168
1345922,BLOCK 5 1#/F Room A,Yuen Long,Scenic Garden,BLOCK 5,3,7980000,8/6/2018,9225.43,865ft<sup>2</sup>,49
1345921,BLOCK A 8/F Room C,Tsuen Wan,Tsuen Tak Garden,BLOCK A,3,4930000,8/6/2018,10694.14,461ft<sup>2</sup>,39
1345920,TOWER 13 2#/F Room E,Yuen Long,The Reach,TOWER 13,3,5680000,8/6/2018,11521.3,493ft<sup>2</sup>,26
1345919,TOWER 2 6#/F Room E,Tsuen Wan,Vision City,TOWER 2,3,9000000,8/6/2018,13473.05,668ft<sup>2</sup>,98
1345918,TOWER 2 6#/F Room E,Tsuen Wan Sham Tseng,Bellagio,TOWER 2,3,7678000,8/6/2018,10306.04,745ft<sup>2</sup>,151
1345917,BLOCK 3 2#/F Room A,Ma On Shan,Mountain Shore,BLOCK 3,3,7400000,8/6/2018,11653.54,635ft<sup>2</sup>,80
1345916,TOWER 2 2#/F Room H,Tung Chung,Caribbean Coast ,TOWER 2,170,9770000,8/6/2018,7766.3,1258ft<sup>2</sup>,50
1345915,BLOCK 3 1#/F Room A,Ma Wan,Park Island,BLOCK 3,170,9600000,8/6/2018,9667.67,993ft<sup>2</sup>,70
1345914,TOWER 5 2#/F Room D,Tin Shui Wai,Central Park Towers,TOWER 5,3,6000000,8/6/2018,9146.34,656ft<sup>2</sup>,208
1345913,TOWER 7 3/F Room A,Yuen Long,Park Signature,TOWER 7,3,7380000,8/6/2018,0,,37
1345912,1#/F Room B,Tuen Mun,Victory Building,,3,3868000,8/6/2018,9187.65,421ft<sup>2</sup>,287
1345911,BLOCK 1 1#/F Room H,Tuen Mun,Hanford Garden,BLOCK 1,3,5180000,8/6/2018,9522.06,544ft<sup>2</sup>,163
1345910,PHASE 1 TOWER 6A 1#/F Room 6,Tung Chung,Century Link,TOWER 6A,170,6750000,8/6/2018,0,,27
1345909,TOWER 6 1#/F Room H,Tsing Yi,Rambler Crest,TOWER 6,3,5860000,8/6/2018,9184.95,638ft<sup>2</sup>,40
1345908,DEERHILL TOWER TOWER 5 2/F Room C,Tai Po,Deerhill Bay,TOWER 5,3,17228000,8/6/2018,10582.31,1628ft<sup>2</sup>,92
1345907,TOWER 7 6#/F Room F,Tseung Kwan O,Metro Town,TOWER 7,3,8060000,8/6/2018,11958.46,674ft<sup>2</sup>,179
1345906,5/F Room A,Tai Wo,Wang Kei Building,,3,3760000,8/6/2018,0,,
1345905,TOWER 2 1#/F Room C,Tai Wai,The Riverpark,TOWER 2,3,22500000,8/6/2018,13529.77,1663ft<sup>2</sup>,38
1345904,BLOCK 6 1#/F Room 5,Sheung Shui,Tin Ping Estate,BLOCK 6,3,2630000,8/6/2018,0,,
1345903,FUNG YUE HOUSEBLOCK A 1#/F Room 2,Fotan,Sui Wo Court,FUNG YUE HOUSEBLOCK A,3,5550000,8/6/2018,8865.81,626ft<sup>2</sup>,291
1345902,TOWER M8 1#/F Room F,Yuen Long,Yoho Town,TOWER M8,3,9850000,8/6/2018,10932.3,901ft<sup>2</sup>,80
1345901,FAI KING HOUSEBLOCK B 2#/F Room 5,Tseung Kwan O,King Ming Court,FAI KING HOUSEBLOCK B,3,5800000,8/6/2018,8146.07,712ft<sup>2</sup>,231
1345900,BLOCK 5 8/F Room A,Sheung Shui,Woodland Crest,BLOCK 5,3,10900000,8/6/2018,9245.12,1179ft<sup>2</sup>,177
1345899,TOWER 7 9/F Room A,Sheung Shui,Noble Hill,TOWER 7,3,9100000,8/6/2018,9827.21,926ft<sup>2</sup>,91
1345898,GREENBURG COURT 1#/F Room C,Discovery Bay,Discovery Bay,GREENBURG COURT,170,7880000,8/6/2018,7378.28,1068ft<sup>2</sup>,31
1345897,CHIANTI BLOCK 1 1#/F Room G,Discovery Bay,Discovery Bay,BLOCK 1,170,8350000,8/6/2018,8170.25,1022ft<sup>2</sup>,44
1345896,BLOCK 2 3#/F Room E,Tsuen Wan,Tsuen Kam Centre,BLOCK 2,3,6750000,8/6/2018,11883.8,568ft<sup>2</sup>,167
1345895,DOMUS G/F Room 9,Yuen Long,Domus,,3,4350000,8/6/2018,0,,34
1345894,ON NING BUILDINGBLOCK E 2/F Room D,ShaTin,Shatin Centre,ON NING BUILDINGBLOCK E,3,5500000,8/6/2018,14588.86,377ft<sup>2</sup>,330
1345893,YEE TAK COURTBLOCK 3 1#/F Room C,Tai Po,Tai Po Plaza,YEE TAK COURTBLOCK 3,3,3800000,8/6/2018,7676.77,495ft<sup>2</sup>,186
